City_ID,Temp,Temp_Max,Temp_Min,Feels_Like,Humidity,Pressure,Sea_Level
98182,29.95,29.95,29.95,28.17,19,999,999
108410,28.8,28.8,28.8,27.21,11,1002,1002
112931,27.65,27.65,27.65,26.69,26,1006,1006
184745,13.65,13.65,13.65,13.37,88,1019,1019
264371,25.55,26.77,23.39,25.26,42,1012,1012
292223,30.96,30.96,30.14,31.16,42,994,994
293397,23.72,24.1,22.28,24.34,84,1009,1009
360630,25.42,25.42,25.23,25.82,69,1010,1010
524901,13.6,13.7,13.24,13.0,76,1002,1002
658225,11.98,12.81,11.54,11.79,98,983,983
745044,22.67,23.04,22.67,22.12,43,1013,1013
756135,15.1,16.47,13.71,14.34,64,1008,1008
1275339,27.99,27.99,27.99,32.54,83,1002,1002
1581130,29.0,29.0,29.0,33.1,72,1008,1008
1609350,27.94,28.94,27.94,31.65,78,1009,1009
1642911,29.02,29.61,28.38,32.77,70,1014,1014
1668341,29.79,30.51,28.91,31.54,55,1008,1008
1701668,29.59,30.06,28.92,36.59,81,1011,1011
1735161,29.73,29.87,29.73,35.33,74,1011,1011
1816670,28.94,28.94,28.94,28.82,43,1009,1009
1835848,19.78,19.78,19.78,20.27,94,1007,1007
1850147,25.66,26.45,24.75,26.71,93,1014,1014
1880252,29.97,29.97,29.92,36.22,75,1011,1011
2063523,10.15,10.61,8.93,9.44,85,1031,1031
2147714,15.79,16.29,14.86,14.57,44,1007,1007
2193733,16.66,17.62,15.42,16.16,68,1030,1030
2332459,26.92,26.92,26.92,29.65,81,1012,1012
2553604,20.12,20.12,20.12,20.17,76,1017,1017
2618425,14.44,14.94,13.97,14.42,95,1002,1002
2643743,17.79,18.41,16.14,17.82,84,1012,1012
2657896,17.23,18.14,16.49,17.2,84,1017,1017
2673730,12.77,12.86,12.32,12.45,90,993,993
2759794,17.63,18.31,17.12,17.69,86,1010,1010
2761369,19.8,21.01,18.26,19.59,67,1014,1014
2800866,18.02,18.79,17.36,17.94,79,1013,1013
2950159,19.0,19.97,17.23,19.02,79,1009,1009
2964574,14.31,14.77,14.21,13.91,81,1009,1009
2988507,19.28,20.88,17.77,19.12,71,1014,1014
3054643,22.18,23.24,18.77,22.2,67,1014,1014
3067696,19.6,20.26,17.34,19.1,57,1013,1013
3117735,20.86,21.79,19.65,20.88,72,1014,1014
3143244,12.53,12.92,12.53,12.32,95,996,996
3169070,24.08,25.07,21.79,24.08,59,1016,1016
3369157,13.6,14.65,12.97,13.1,80,1006,1006
3413829,9.38,9.38,9.38,8.76,76,1000,1000
3435910,9.39,10.53,8.85,9.39,49,1011,1011
3448433,8.56,8.56,8.56,8.18,34,1022,1022
3530597,14.97,15.62,14.96,14.53,77,1017,1017
3871336,10.48,11.34,8.53,9.31,66,1015,1015
3936456,19.94,19.94,18.14,19.97,76,1015,1015
4887398,25.89,27.14,23.96,26.34,69,1020,1020
5128581,33.72,35.03,30.54,34.95,40,1016,1016
5368361,21.13,23.89,18.05,21.13,70,1014,1014
5856195,28.17,28.9,26.9,30.07,63,1018,1018
6167865,29.49,29.49,29.49,32.62,64,1018,1018
6173331,22.38,23.5,21.24,22.21,59,1013,1013
